Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Integration-IA-Contact,Chrome 81.0.4044.138,,,2020-05-21 14:55:26,2020-05-21 15:05:02,"9m - 35,524s",FAILED
,,,,,,,
Test Cases/Contact,Chrome 81.0.4044.138,,,2020-05-21 14:55:27,2020-05-21 14:58:59,"3m - 32,877s",PASSED
"openBrowser("""")",Chrome 81.0.4044.138,,,2020-05-21 14:55:27,2020-05-21 14:55:32,"4,567s",PASSED
navigateToUrl(URL),Chrome 81.0.4044.138,,,2020-05-21 14:55:32,2020-05-21 14:55:35,"3,595s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_Welcome page/button_Accder""))",Chrome 81.0.4044.138,,,2020-05-21 14:55:35,2020-05-21 14:55:42,"7,260s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Identifiant_username""), usernameConseiller)",Chrome 81.0.4044.138,,,2020-05-21 14:55:42,2020-05-21 14:55:47,"4,824s",PASSED
"setEncryptedText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Mot de passe_password""), mp)",Chrome 81.0.4044.138,,,2020-05-21 14:55:47,2020-05-21 14:55:52,"4,411s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Mot de passe_submit""))",Chrome 81.0.4044.138,,,2020-05-21 14:55:52,2020-05-21 14:56:04,"12,520s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/button_Dmarrer""))",Chrome 81.0.4044.138,,,2020-05-21 14:56:04,2020-05-21 14:56:07,"3,067s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/div_Quitter""))",Chrome 81.0.4044.138,,,2020-05-21 14:56:07,2020-05-21 14:56:10,"3,161s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/a_Production""))",Chrome 81.0.4044.138,,,2020-05-21 14:56:10,2020-05-21 14:56:13,"2,532s",PASSED
