Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Integration-IA-Contact,Chrome 81.0.4044.138,,,2020-05-20 10:27:13,2020-05-20 10:30:15,"3m - 2,044s",FAILED
,,,,,,,
Test Cases/Contact,Chrome 81.0.4044.138,,,2020-05-20 10:27:13,2020-05-20 10:30:14,"3m - 1,115s",FAILED
"openBrowser("""")",Chrome 81.0.4044.138,,,2020-05-20 10:27:13,2020-05-20 10:27:18,"4,377s",PASSED
navigateToUrl(URL),Chrome 81.0.4044.138,,,2020-05-20 10:27:18,2020-05-20 10:27:21,"3,647s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_Welcome page/button_Accder""))",Chrome 81.0.4044.138,,,2020-05-20 10:27:21,2020-05-20 10:27:25,"3,886s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Identifiant_username""), usernameConseiller)",Chrome 81.0.4044.138,,,2020-05-20 10:27:25,2020-05-20 10:27:30,"4,742s",PASSED
"setEncryptedText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Mot de passe_password""), mp)",Chrome 81.0.4044.138,,,2020-05-20 10:27:30,2020-05-20 10:27:34,"4,410s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Mot de passe_submit""))",Chrome 81.0.4044.138,,,2020-05-20 10:27:34,2020-05-20 10:27:41,"6,984s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/button_Dmarrer""))",Chrome 81.0.4044.138,,,2020-05-20 10:27:41,2020-05-20 10:27:44,"3,169s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/div_Quitter""))",Chrome 81.0.4044.138,,,2020-05-20 10:27:44,2020-05-20 10:27:48,"3,167s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/a_Production""))",Chrome 81.0.4044.138,,,2020-05-20 10:27:48,2020-05-20 10:27:50,"2,520s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/a_Myiad contacts""))",Chrome 81.0.4044.138,,,2020-05-20 10:27:50,2020-05-20 10:27:54,"3,566s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/button_Crer""))",Chrome 81.0.4044.138,,,2020-05-20 10:27:54,2020-05-20 10:28:03,"9,165s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/div_Nouveau contact_myiad-avatar""))",Chrome 81.0.4044.138,,,2020-05-20 10:28:03,2020-05-20 10:28:05,"2,595s",PASSED
Seq5 = Math.random() * 9 - 6,Chrome 81.0.4044.138,,,2020-05-20 10:28:05,2020-05-20 10:28:05,"0,007s",PASSED
seq55 = Seq5 * 100,Chrome 81.0.4044.138,,,2020-05-20 10:28:05,2020-05-20 10:28:05,"0,001s",PASSED
jdcontact = seq55,Chrome 81.0.4044.138,,,2020-05-20 10:28:05,2020-05-20 10:28:05,"0,001s",PASSED
jdcont = $jdcontact,Chrome 81.0.4044.138,,,2020-05-20 10:28:05,2020-05-20 10:28:05,"0,012s",PASSED
"firstname = ""test"" + jdcont",Chrome 81.0.4044.138,,,2020-05-20 10:28:05,2020-05-20 10:28:05,"0,000s",PASSED
println(firstname),Chrome 81.0.4044.138,,,2020-05-20 10:28:05,2020-05-20 10:28:05,"0,003s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Prnom_firstName""), firstname)",Chrome 81.0.4044.138,,,2020-05-20 10:28:05,2020-05-20 10:28:10,"4,880s",PASSED
"lastname = ""test1"" + jdcont",Chrome 81.0.4044.138,,,2020-05-20 10:28:10,2020-05-20 10:28:10,"0,000s",PASSED
println(lastname),Chrome 81.0.4044.138,,,2020-05-20 10:28:10,2020-05-20 10:28:10,"0,001s",PASSED
