Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Integration-IA-Contact,Chrome 81.0.4044.138,,,2020-05-20 12:08:24,2020-05-20 12:12:01,"3m - 36,970s",FAILED
,,,,,,,
Test Cases/Contact,Chrome 81.0.4044.138,,,2020-05-20 12:08:24,2020-05-20 12:11:26,"3m - 1,347s",PASSED
"openBrowser("""")",Chrome 81.0.4044.138,,,2020-05-20 12:08:25,2020-05-20 12:08:29,"4,371s",PASSED
navigateToUrl(URL),Chrome 81.0.4044.138,,,2020-05-20 12:08:29,2020-05-20 12:08:33,"3,414s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_Welcome page/button_Accder""))",Chrome 81.0.4044.138,,,2020-05-20 12:08:33,2020-05-20 12:08:37,"4,730s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Identifiant_username""), usernameConseiller)",Chrome 81.0.4044.138,,,2020-05-20 12:08:37,2020-05-20 12:08:42,"4,825s",PASSED
"setEncryptedText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Mot de passe_password""), mp)",Chrome 81.0.4044.138,,,2020-05-20 12:08:42,2020-05-20 12:08:46,"4,413s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Mot de passe_submit""))",Chrome 81.0.4044.138,,,2020-05-20 12:08:46,2020-05-20 12:08:52,"5,737s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/button_Dmarrer""))",Chrome 81.0.4044.138,,,2020-05-20 12:08:52,2020-05-20 12:08:55,"3,277s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/div_Quitter""))",Chrome 81.0.4044.138,,,2020-05-20 12:08:55,2020-05-20 12:08:59,"3,162s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/a_Production""))",Chrome 81.0.4044.138,,,2020-05-20 12:08:59,2020-05-20 12:09:01,"2,531s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/a_Myiad contacts""))",Chrome 81.0.4044.138,,,2020-05-20 12:09:01,2020-05-20 12:09:06,"4,783s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/button_Crer""))",Chrome 81.0.4044.138,,,2020-05-20 12:09:06,2020-05-20 12:09:14,"7,857s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/div_Nouveau contact_myiad-avatar""))",Chrome 81.0.4044.138,,,2020-05-20 12:09:14,2020-05-20 12:09:16,"2,565s",PASSED
Seq5 = Math.random() * 9 - 6,Chrome 81.0.4044.138,,,2020-05-20 12:09:16,2020-05-20 12:09:16,"0,009s",PASSED
seq55 = Seq5 * 100,Chrome 81.0.4044.138,,,2020-05-20 12:09:16,2020-05-20 12:09:16,"0,001s",PASSED
jdcontact = seq55,Chrome 81.0.4044.138,,,2020-05-20 12:09:16,2020-05-20 12:09:16,"0,002s",PASSED
jdcont = $jdcontact,Chrome 81.0.4044.138,,,2020-05-20 12:09:16,2020-05-20 12:09:16,"0,017s",PASSED
"firstname = ""test"" + jdcont",Chrome 81.0.4044.138,,,2020-05-20 12:09:16,2020-05-20 12:09:16,"0,001s",PASSED
println(firstname),Chrome 81.0.4044.138,,,2020-05-20 12:09:16,2020-05-20 12:09:16,"0,002s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Prnom_firstName""), firstname)",Chrome 81.0.4044.138,,,2020-05-20 12:09:16,2020-05-20 12:09:21,"4,786s",PASSED
"lastname = ""test1"" + jdcont",Chrome 81.0.4044.138,,,2020-05-20 12:09:21,2020-05-20 12:09:21,"0,001s",PASSED
println(lastname),Chrome 81.0.4044.138,,,2020-05-20 12:09:21,2020-05-20 12:09:21,"0,001s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Nom_lastName""), lastname)",Chrome 81.0.4044.138,,,2020-05-20 12:09:21,2020-05-20 12:09:26,"4,784s",PASSED
"usedname = ""test3"" + jdcont",Chrome 81.0.4044.138,,,2020-05-20 12:09:26,2020-05-20 12:09:26,"0,001s",PASSED
println(usedname),Chrome 81.0.4044.138,,,2020-05-20 12:09:26,2020-05-20 12:09:26,"0,001s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_concat(Nom d  usage)_usageName""), usedname)",Chrome 81.0.4044.138,,,2020-05-20 12:09:26,2020-05-20 12:09:31,"4,974s",PASSED
"jeunefille = ""test4"" + jdcont",Chrome 81.0.4044.138,,,2020-05-20 12:09:31,2020-05-20 12:09:31,"0,001s",PASSED
println(jeunefille),Chrome 81.0.4044.138,,,2020-05-20 12:09:31,2020-05-20 12:09:31,"0,001s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Nom de jeune fille_birthName""), jeunefille)",Chrome 81.0.4044.138,,,2020-05-20 12:09:31,2020-05-20 12:09:36,"4,968s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Date de naissance_birthDate""))",Chrome 81.0.4044.138,,,2020-05-20 12:09:36,2020-05-20 12:09:39,"3,144s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/span_13""))",Chrome 81.0.4044.138,,,2020-05-20 12:09:39,2020-05-20 12:09:42,"2,664s",PASSED
"datebirth = getAttribute(findTestObject(""CreationContact/Page_IAD/input_Date de naissance_birthDate""), ""value"")",Chrome 81.0.4044.138,,,2020-05-20 12:09:42,2020-05-20 12:09:42,"0,604s",PASSED
DateNaissance = datebirth,Chrome 81.0.4044.138,,,2020-05-20 12:09:42,2020-05-20 12:09:42,"0,000s",PASSED
println(DateNaissance),Chrome 81.0.4044.138,,,2020-05-20 12:09:42,2020-05-20 12:09:42,"0,001s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/span_Lieu de naissance_btn btn-default form_bf2c5d""))",Chrome 81.0.4044.138,,,2020-05-20 12:09:42,2020-05-20 12:09:45,"2,448s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/span_02""))",Chrome 81.0.4044.138,,,2020-05-20 12:09:45,2020-05-20 12:09:48,"2,900s",PASSED
"lieuBirth = ""test5"" + jdcont",Chrome 81.0.4044.138,,,2020-05-20 12:09:48,2020-05-20 12:09:48,"0,001s",PASSED
println(lieuBirth),Chrome 81.0.4044.138,,,2020-05-20 12:09:48,2020-05-20 12:09:48,"0,000s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Lieu de naissance_birthPlace""), lieuBirth)",Chrome 81.0.4044.138,,,2020-05-20 12:09:48,2020-05-20 12:09:53,"4,971s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/span_Choisir""))",Chrome 81.0.4044.138,,,2020-05-20 12:09:53,2020-05-20 12:09:56,"2,940s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Choisir_form-control ui-select-search_780576""), ""France"")",Chrome 81.0.4044.138,,,2020-05-20 12:09:56,2020-05-20 12:10:01,"5,863s",PASSED
"pays1 = getText(findTestObject(""CreationContact/Page_IAD/span_FRANCE""))",Chrome 81.0.4044.138,,,2020-05-20 12:10:01,2020-05-20 12:10:02,"0,504s",PASSED
"click(findTestObject(""CreationContact/Page_IAD/span_FRANCE""))",Chrome 81.0.4044.138,,,2020-05-20 12:10:02,2020-05-20 12:10:04,"2,390s",PASSED
pays = pays1,Chrome 81.0.4044.138,,,2020-05-20 12:10:04,2020-05-20 12:10:04,"0,001s",PASSED
