Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Integration-IA-Contact,Chrome 81.0.4044.138,,,2020-05-20 14:58:36,2020-05-20 15:04:47,"6m - 11,456s",PASSED
,,,,,,,
Test Cases/Contact,Chrome 81.0.4044.138,,,2020-05-20 14:58:36,2020-05-20 15:02:01,"3m - 25,010s",PASSED
"openBrowser("""")",Chrome 81.0.4044.138,,,2020-05-20 14:58:36,2020-05-20 14:58:41,"4,434s",PASSED
navigateToUrl(URL),Chrome 81.0.4044.138,,,2020-05-20 14:58:41,2020-05-20 14:58:44,"3,418s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_Welcome page/button_Accder""))",Chrome 81.0.4044.138,,,2020-05-20 14:58:44,2020-05-20 14:58:50,"5,562s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Identifiant_username""), usernameConseiller)",Chrome 81.0.4044.138,,,2020-05-20 14:58:50,2020-05-20 14:58:55,"4,847s",PASSED
"setEncryptedText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Mot de passe_password""), mp)",Chrome 81.0.4044.138,,,2020-05-20 14:58:55,2020-05-20 14:58:59,"4,406s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Mot de passe_submit""))",Chrome 81.0.4044.138,,,2020-05-20 14:58:59,2020-05-20 14:59:09,"9,579s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/button_Dmarrer""))",Chrome 81.0.4044.138,,,2020-05-20 14:59:09,2020-05-20 14:59:11,"2,653s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/div_Quitter""))",Chrome 81.0.4044.138,,,2020-05-20 14:59:11,2020-05-20 14:59:15,"3,180s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/a_Production""))",Chrome 81.0.4044.138,,,2020-05-20 14:59:15,2020-05-20 14:59:17,"2,537s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/a_Myiad contacts""))",Chrome 81.0.4044.138,,,2020-05-20 14:59:17,2020-05-20 14:59:37,"19,720s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/button_Crer""))",Chrome 81.0.4044.138,,,2020-05-20 14:59:37,2020-05-20 14:59:52,"15,666s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/div_Nouveau contact_myiad-avatar""))",Chrome 81.0.4044.138,,,2020-05-20 14:59:52,2020-05-20 14:59:55,"2,576s",PASSED
Seq5 = Math.random() * 9 - 6,Chrome 81.0.4044.138,,,2020-05-20 14:59:55,2020-05-20 14:59:55,"0,012s",PASSED
seq55 = Seq5 * 100,Chrome 81.0.4044.138,,,2020-05-20 14:59:55,2020-05-20 14:59:55,"0,002s",PASSED
jdcontact = seq55,Chrome 81.0.4044.138,,,2020-05-20 14:59:55,2020-05-20 14:59:55,"0,002s",PASSED
jdcont = $jdcontact,Chrome 81.0.4044.138,,,2020-05-20 14:59:55,2020-05-20 14:59:55,"0,015s",PASSED
"firstname = ""test"" + jdcont",Chrome 81.0.4044.138,,,2020-05-20 14:59:55,2020-05-20 14:59:55,"0,001s",PASSED
println(firstname),Chrome 81.0.4044.138,,,2020-05-20 14:59:55,2020-05-20 14:59:55,"0,002s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Prnom_firstName""), firstname)",Chrome 81.0.4044.138,,,2020-05-20 14:59:55,2020-05-20 15:00:00,"4,914s",PASSED
"lastname = ""test1"" + jdcont",Chrome 81.0.4044.138,,,2020-05-20 15:00:00,2020-05-20 15:00:00,"0,001s",PASSED
println(lastname),Chrome 81.0.4044.138,,,2020-05-20 15:00:00,2020-05-20 15:00:00,"0,001s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Nom_lastName""), lastname)",Chrome 81.0.4044.138,,,2020-05-20 15:00:00,2020-05-20 15:00:05,"4,773s",PASSED
"usedname = ""test3"" + jdcont",Chrome 81.0.4044.138,,,2020-05-20 15:00:05,2020-05-20 15:00:05,"0,001s",PASSED
println(usedname),Chrome 81.0.4044.138,,,2020-05-20 15:00:05,2020-05-20 15:00:05,"0,000s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_concat(Nom d  usage)_usageName""), usedname)",Chrome 81.0.4044.138,,,2020-05-20 15:00:05,2020-05-20 15:00:10,"4,974s",PASSED
"jeunefille = ""test4"" + jdcont",Chrome 81.0.4044.138,,,2020-05-20 15:00:10,2020-05-20 15:00:10,"0,001s",PASSED
println(jeunefille),Chrome 81.0.4044.138,,,2020-05-20 15:00:10,2020-05-20 15:00:10,"0,000s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Nom de jeune fille_birthName""), jeunefille)",Chrome 81.0.4044.138,,,2020-05-20 15:00:10,2020-05-20 15:00:15,"5,067s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Date de naissance_birthDate""))",Chrome 81.0.4044.138,,,2020-05-20 15:00:15,2020-05-20 15:00:18,"2,748s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/span_13""))",Chrome 81.0.4044.138,,,2020-05-20 15:00:18,2020-05-20 15:00:20,"2,658s",PASSED
"datebirth = getAttribute(findTestObject(""CreationContact/Page_IAD/input_Date de naissance_birthDate""), ""value"")",Chrome 81.0.4044.138,,,2020-05-20 15:00:20,2020-05-20 15:00:21,"0,611s",PASSED
DateNaissance = datebirth,Chrome 81.0.4044.138,,,2020-05-20 15:00:21,2020-05-20 15:00:21,"0,001s",PASSED
println(DateNaissance),Chrome 81.0.4044.138,,,2020-05-20 15:00:21,2020-05-20 15:00:21,"0,000s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/span_Lieu de naissance_btn btn-default form_bf2c5d""))",Chrome 81.0.4044.138,,,2020-05-20 15:00:21,2020-05-20 15:00:23,"2,433s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/span_02""))",Chrome 81.0.4044.138,,,2020-05-20 15:00:23,2020-05-20 15:00:26,"2,955s",PASSED
"lieuBirth = ""test5"" + jdcont",Chrome 81.0.4044.138,,,2020-05-20 15:00:26,2020-05-20 15:00:26,"0,001s",PASSED
println(lieuBirth),Chrome 81.0.4044.138,,,2020-05-20 15:00:26,2020-05-20 15:00:26,"0,001s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Lieu de naissance_birthPlace""), lieuBirth)",Chrome 81.0.4044.138,,,2020-05-20 15:00:26,2020-05-20 15:00:31,"5,071s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/span_Choisir""))",Chrome 81.0.4044.138,,,2020-05-20 15:00:31,2020-05-20 15:00:34,"2,944s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Choisir_form-control ui-select-search_780576""), ""France"")",Chrome 81.0.4044.138,,,2020-05-20 15:00:34,2020-05-20 15:00:40,"5,786s",PASSED
"pays1 = getText(findTestObject(""CreationContact/Page_IAD/span_FRANCE""))",Chrome 81.0.4044.138,,,2020-05-20 15:00:40,2020-05-20 15:00:41,"0,523s",PASSED
"click(findTestObject(""CreationContact/Page_IAD/span_FRANCE""))",Chrome 81.0.4044.138,,,2020-05-20 15:00:41,2020-05-20 15:00:43,"2,383s",PASSED
pays = pays1,Chrome 81.0.4044.138,,,2020-05-20 15:00:43,2020-05-20 15:00:43,"0,000s",PASSED
println(pays),Chrome 81.0.4044.138,,,2020-05-20 15:00:43,2020-05-20 15:00:43,"0,001s",PASSED
"profession = ""test8"" + jdcont",Chrome 81.0.4044.138,,,2020-05-20 15:00:43,2020-05-20 15:00:43,"0,001s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Profession_job""), profession)",Chrome 81.0.4044.138,,,2020-05-20 15:00:43,2020-05-20 15:00:48,"5,094s",PASSED
