Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Integration-IA-Contact,Chrome 81.0.4044.138,,,2020-05-21 15:07:09,2020-05-21 15:13:58,"6m - 48,869s",FAILED
,,,,,,,
Test Cases/Contact,Chrome 81.0.4044.138,,,2020-05-21 15:07:09,2020-05-21 15:10:17,"3m - 8,174s",PASSED
"openBrowser("""")",Chrome 81.0.4044.138,,,2020-05-21 15:07:10,2020-05-21 15:07:14,"4,426s",PASSED
navigateToUrl(URL),Chrome 81.0.4044.138,,,2020-05-21 15:07:14,2020-05-21 15:07:17,"3,506s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_Welcome page/button_Accder""))",Chrome 81.0.4044.138,,,2020-05-21 15:07:17,2020-05-21 15:07:21,"3,673s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Identifiant_username""), usernameConseiller)",Chrome 81.0.4044.138,,,2020-05-21 15:07:21,2020-05-21 15:07:26,"4,837s",PASSED
"setEncryptedText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Mot de passe_password""), mp)",Chrome 81.0.4044.138,,,2020-05-21 15:07:26,2020-05-21 15:07:30,"4,424s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Mot de passe_submit""))",Chrome 81.0.4044.138,,,2020-05-21 15:07:30,2020-05-21 15:07:38,"8,061s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/button_Dmarrer""))",Chrome 81.0.4044.138,,,2020-05-21 15:07:38,2020-05-21 15:07:42,"3,062s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/div_Quitter""))",Chrome 81.0.4044.138,,,2020-05-21 15:07:42,2020-05-21 15:07:45,"3,168s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/a_Production""))",Chrome 81.0.4044.138,,,2020-05-21 15:07:45,2020-05-21 15:07:47,"2,529s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/a_Myiad contacts""))",Chrome 81.0.4044.138,,,2020-05-21 15:07:47,2020-05-21 15:07:59,"11,790s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/button_Crer""))",Chrome 81.0.4044.138,,,2020-05-21 15:07:59,2020-05-21 15:08:09,"10,094s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/div_Nouveau contact_myiad-avatar""))",Chrome 81.0.4044.138,,,2020-05-21 15:08:09,2020-05-21 15:08:12,"2,574s",PASSED
Seq5 = Math.random() * 9 - 6,Chrome 81.0.4044.138,,,2020-05-21 15:08:12,2020-05-21 15:08:12,"0,011s",PASSED
seq55 = Seq5 * 100,Chrome 81.0.4044.138,,,2020-05-21 15:08:12,2020-05-21 15:08:12,"0,000s",PASSED
jdcontact = seq55,Chrome 81.0.4044.138,,,2020-05-21 15:08:12,2020-05-21 15:08:12,"0,001s",PASSED
jdcont = $jdcontact,Chrome 81.0.4044.138,,,2020-05-21 15:08:12,2020-05-21 15:08:12,"0,014s",PASSED
"firstname = ""test"" + jdcont",Chrome 81.0.4044.138,,,2020-05-21 15:08:12,2020-05-21 15:08:12,"0,000s",PASSED
println(firstname),Chrome 81.0.4044.138,,,2020-05-21 15:08:12,2020-05-21 15:08:12,"0,002s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Prnom_firstName""), firstname)",Chrome 81.0.4044.138,,,2020-05-21 15:08:12,2020-05-21 15:08:17,"4,890s",PASSED
"lastname = ""test1"" + jdcont",Chrome 81.0.4044.138,,,2020-05-21 15:08:17,2020-05-21 15:08:17,"0,001s",PASSED
println(lastname),Chrome 81.0.4044.138,,,2020-05-21 15:08:17,2020-05-21 15:08:17,"0,001s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Nom_lastName""), lastname)",Chrome 81.0.4044.138,,,2020-05-21 15:08:17,2020-05-21 15:08:21,"4,770s",PASSED
"usedname = ""test3"" + jdcont",Chrome 81.0.4044.138,,,2020-05-21 15:08:21,2020-05-21 15:08:21,"0,001s",PASSED
println(usedname),Chrome 81.0.4044.138,,,2020-05-21 15:08:21,2020-05-21 15:08:21,"0,000s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_concat(Nom d  usage)_usageName""), usedname)",Chrome 81.0.4044.138,,,2020-05-21 15:08:21,2020-05-21 15:08:26,"4,982s",PASSED
"jeunefille = ""test4"" + jdcont",Chrome 81.0.4044.138,,,2020-05-21 15:08:26,2020-05-21 15:08:26,"0,000s",PASSED
println(jeunefille),Chrome 81.0.4044.138,,,2020-05-21 15:08:26,2020-05-21 15:08:26,"0,001s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Nom de jeune fille_birthName""), jeunefille)",Chrome 81.0.4044.138,,,2020-05-21 15:08:26,2020-05-21 15:08:31,"4,976s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Date de naissance_birthDate""))",Chrome 81.0.4044.138,,,2020-05-21 15:08:31,2020-05-21 15:08:34,"2,742s",PASSED
