Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Integration-IA-Contact,Chrome 81.0.4044.138,,,2020-05-21 11:57:24,2020-05-21 12:02:22,"4m - 58,179s",FAILED
,,,,,,,
Test Cases/Contact,Chrome 81.0.4044.138,,,2020-05-21 11:57:24,2020-05-21 12:00:24,"2m - 59,765s",PASSED
"openBrowser("""")",Chrome 81.0.4044.138,,,2020-05-21 11:57:24,2020-05-21 11:57:29,"4,434s",PASSED
navigateToUrl(URL),Chrome 81.0.4044.138,,,2020-05-21 11:57:29,2020-05-21 11:57:32,"3,532s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_Welcome page/button_Accder""))",Chrome 81.0.4044.138,,,2020-05-21 11:57:32,2020-05-21 11:57:36,"3,533s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Identifiant_username""), usernameConseiller)",Chrome 81.0.4044.138,,,2020-05-21 11:57:36,2020-05-21 11:57:41,"4,818s",PASSED
"setEncryptedText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Mot de passe_password""), mp)",Chrome 81.0.4044.138,,,2020-05-21 11:57:41,2020-05-21 11:57:45,"4,403s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Mot de passe_submit""))",Chrome 81.0.4044.138,,,2020-05-21 11:57:45,2020-05-21 11:57:52,"7,024s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/button_Dmarrer""))",Chrome 81.0.4044.138,,,2020-05-21 11:57:52,2020-05-21 11:57:55,"2,962s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/div_Quitter""))",Chrome 81.0.4044.138,,,2020-05-21 11:57:55,2020-05-21 11:57:58,"3,161s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/a_Production""))",Chrome 81.0.4044.138,,,2020-05-21 11:57:58,2020-05-21 11:58:01,"2,528s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/a_Myiad contacts""))",Chrome 81.0.4044.138,,,2020-05-21 11:58:01,2020-05-21 11:58:06,"5,528s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/button_Crer""))",Chrome 81.0.4044.138,,,2020-05-21 11:58:06,2020-05-21 11:58:15,"9,122s",PASSED
