Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Integration-IA-Contact,Chrome 81.0.4044.138,,,2020-05-21 12:04:59,2020-05-21 12:09:47,"4m - 48,187s",FAILED
,,,,,,,
Test Cases/Contact,Chrome 81.0.4044.138,,,2020-05-21 12:04:59,2020-05-21 12:07:57,"2m - 57,431s",PASSED
"openBrowser("""")",Chrome 81.0.4044.138,,,2020-05-21 12:05:00,2020-05-21 12:05:04,"4,371s",PASSED
navigateToUrl(URL),Chrome 81.0.4044.138,,,2020-05-21 12:05:04,2020-05-21 12:05:07,"3,399s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_Welcome page/button_Accder""))",Chrome 81.0.4044.138,,,2020-05-21 12:05:07,2020-05-21 12:05:11,"3,490s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Identifiant_username""), usernameConseiller)",Chrome 81.0.4044.138,,,2020-05-21 12:05:11,2020-05-21 12:05:16,"4,740s",PASSED
"setEncryptedText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Mot de passe_password""), mp)",Chrome 81.0.4044.138,,,2020-05-21 12:05:16,2020-05-21 12:05:20,"4,403s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Mot de passe_submit""))",Chrome 81.0.4044.138,,,2020-05-21 12:05:20,2020-05-21 12:05:26,"6,130s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/button_Dmarrer""))",Chrome 81.0.4044.138,,,2020-05-21 12:05:26,2020-05-21 12:05:30,"3,262s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/div_Quitter""))",Chrome 81.0.4044.138,,,2020-05-21 12:05:30,2020-05-21 12:05:33,"3,164s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/a_Production""))",Chrome 81.0.4044.138,,,2020-05-21 12:05:33,2020-05-21 12:05:35,"2,523s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/a_Myiad contacts""))",Chrome 81.0.4044.138,,,2020-05-21 12:05:35,2020-05-21 12:05:39,"3,881s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/button_Crer""))",Chrome 81.0.4044.138,,,2020-05-21 12:05:39,2020-05-21 12:05:48,"8,758s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/div_Nouveau contact_myiad-avatar""))",Chrome 81.0.4044.138,,,2020-05-21 12:05:48,2020-05-21 12:05:50,"2,574s",PASSED
Seq5 = Math.random() * 9 - 6,Chrome 81.0.4044.138,,,2020-05-21 12:05:50,2020-05-21 12:05:50,"0,010s",PASSED
seq55 = Seq5 * 100,Chrome 81.0.4044.138,,,2020-05-21 12:05:50,2020-05-21 12:05:50,"0,003s",PASSED
jdcontact = seq55,Chrome 81.0.4044.138,,,2020-05-21 12:05:50,2020-05-21 12:05:50,"0,002s",PASSED
jdcont = $jdcontact,Chrome 81.0.4044.138,,,2020-05-21 12:05:50,2020-05-21 12:05:50,"0,009s",PASSED
"firstname = ""test"" + jdcont",Chrome 81.0.4044.138,,,2020-05-21 12:05:50,2020-05-21 12:05:50,"0,001s",PASSED
println(firstname),Chrome 81.0.4044.138,,,2020-05-21 12:05:50,2020-05-21 12:05:50,"0,005s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Prnom_firstName""), firstname)",Chrome 81.0.4044.138,,,2020-05-21 12:05:50,2020-05-21 12:05:55,"4,875s",PASSED
"lastname = ""test1"" + jdcont",Chrome 81.0.4044.138,,,2020-05-21 12:05:55,2020-05-21 12:05:55,"0,000s",PASSED
println(lastname),Chrome 81.0.4044.138,,,2020-05-21 12:05:55,2020-05-21 12:05:55,"0,001s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Nom_lastName""), lastname)",Chrome 81.0.4044.138,,,2020-05-21 12:05:55,2020-05-21 12:06:00,"4,869s",PASSED
"usedname = ""test3"" + jdcont",Chrome 81.0.4044.138,,,2020-05-21 12:06:00,2020-05-21 12:06:00,"0,000s",PASSED
println(usedname),Chrome 81.0.4044.138,,,2020-05-21 12:06:00,2020-05-21 12:06:00,"0,001s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_concat(Nom d  usage)_usageName""), usedname)",Chrome 81.0.4044.138,,,2020-05-21 12:06:00,2020-05-21 12:06:05,"4,976s",PASSED
"jeunefille = ""test4"" + jdcont",Chrome 81.0.4044.138,,,2020-05-21 12:06:05,2020-05-21 12:06:05,"0,000s",PASSED
println(jeunefille),Chrome 81.0.4044.138,,,2020-05-21 12:06:05,2020-05-21 12:06:05,"0,000s",PASSED
"setText(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Nom de jeune fille_birthName""), jeunefille)",Chrome 81.0.4044.138,,,2020-05-21 12:06:05,2020-05-21 12:06:10,"4,956s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/input_Date de naissance_birthDate""))",Chrome 81.0.4044.138,,,2020-05-21 12:06:10,2020-05-21 12:06:13,"2,732s",PASSED
"click(findTestObject(""Object Repository/CreationContact/Page_IAD/span_13""))",Chrome 81.0.4044.138,,,2020-05-21 12:06:13,2020-05-21 12:06:16,"2,655s",PASSED
